,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,rxn_name_long,subsystem,ind_in_original_recon,rxn_EC_number,genes_associated_with_rxn,rxn_formula,rxn_confidence
CYTK8_pos,36.0,0.0021645021645021645,3.839361239112498,0.014494593198296903,CYTK8,"cytidylate kinase (CMP,dATP)",Nucleotide interconversion,837,2.7.4.14,CMPK1,"1.00 * dATP [c] + 1.00 * CMP [c] --> 1.00 * dADP [c] + 1.00 * CDP [c]
CMPK1",4.0
CYTK8n_neg,36.0,0.0021645021645021645,3.8415760729776314,0.014494593198296903,CYTK8n,"cytidylate kinase (CMP,dATP),nuclear",Nucleotide interconversion,838,2.7.4.14,CMPK1,"1.00 * CMP [n] + 1.00 * dATP [n] --> 1.00 * CDP [n] + 1.00 * dADP [n]
CMPK1",4.0
CYTK8n_pos,36.0,0.0021645021645021645,3.8415760729776314,0.014494593198296903,CYTK8n,"cytidylate kinase (CMP,dATP),nuclear",Nucleotide interconversion,838,2.7.4.14,CMPK1,"1.00 * CMP [n] + 1.00 * dATP [n] --> 1.00 * CDP [n] + 1.00 * dADP [n]
CMPK1",4.0
CYTK9_neg,36.0,0.0021645021645021645,3.8393612391124408,0.014494593198296903,CYTK9,"cytidylate kinase (CMP,dCTP)",Nucleotide interconversion,839,2.7.4.14,CMPK1,"1.00 * CMP [c] + 1.00 * dCTP [c] --> 1.00 * CDP [c] + 1.00 * dCDP [c]
CMPK1",4.0
CYTK9_pos,36.0,0.0021645021645021645,3.8393612391124488,0.014494593198296903,CYTK9,"cytidylate kinase (CMP,dCTP)",Nucleotide interconversion,839,2.7.4.14,CMPK1,"1.00 * CMP [c] + 1.00 * dCTP [c] --> 1.00 * CDP [c] + 1.00 * dCDP [c]
CMPK1",4.0
CYTK9n_neg,36.0,0.0021645021645021645,3.8415760729776314,0.014494593198296903,CYTK9n,"cytidylate kinase (CMP,dCTP),nuclear",Nucleotide interconversion,840,2.7.4.14,CMPK1,"1.00 * CMP [n] + 1.00 * dCTP [n] --> 1.00 * CDP [n] + 1.00 * dCDP [n]
CMPK1",4.0
CYTK9n_pos,36.0,0.0021645021645021645,3.8415760729776314,0.014494593198296903,CYTK9n,"cytidylate kinase (CMP,dCTP),nuclear",Nucleotide interconversion,840,2.7.4.14,CMPK1,"1.00 * CMP [n] + 1.00 * dCTP [n] --> 1.00 * CDP [n] + 1.00 * dCDP [n]
CMPK1",4.0
D3AIBTm_neg,32.0,0.025974025974025976,1.3770356364243383,0.05113881883391865,D3AIBTm,"D-3-Amino-isobutanoate:pyruvate aminotransferase, mitochondrial",Pyrimidine catabolism,842,2.6.1.40,AGXT2,"1.00 * pyruvate [m] + 1.00 * D-3-Amino-isobutanoate [m] --> 1.00 * 2-methyl-3-oxopropanoate [m] + 1.00 * L-alanine [m]
AGXT2",4.0
D3AIBTm_pos,32.0,0.025974025974025976,1.3770356364243383,0.05113881883391865,D3AIBTm,"D-3-Amino-isobutanoate:pyruvate aminotransferase, mitochondrial",Pyrimidine catabolism,842,2.6.1.40,AGXT2,"1.00 * pyruvate [m] + 1.00 * D-3-Amino-isobutanoate [m] --> 1.00 * 2-methyl-3-oxopropanoate [m] + 1.00 * L-alanine [m]
AGXT2",4.0
DADA_pos,34.0,0.008658008658008658,1.9664851446523646,0.027356785609212793,DADA,Deoxyadenosine deaminase,Nucleotide interconversion,843,3.5.4.4,ADA,"1.00 * Water [c] + 1.00 * proton [c] + 1.00 * 2-deoxyadenosine [c] --> 1.00 * Ammonium [c] + 1.00 * Deoxyinosine [c]
ADA",4.0
DADAe_pos,35.0,0.004329004329004329,2.790243808456509,0.018489166126961405,DADAe,"Deoxyadenosine deaminase, extracellular",Nucleotide interconversion,844,3.5.4.4,ADA,"1.00 * proton [e] + 1.00 * Water [e] + 1.00 * 2-deoxyadenosine [e] --> 1.00 * Ammonium [e] + 1.00 * Deoxyinosine [e]
ADA",4.0
DAGK_hs_neg,17.0,0.9372294372294373,-0.3838146853192719,0.9521502117881079,DAGK_hs,Diacylglycerol phosphate kinase (homo sapiens),Glycerophospholipid metabolism,848,2.7.1.107,DGKA; DGKB; DGKD; DGKE; DGKG; DGKH; DGKI; DGKQ; DGKZ,"1.00 * ATP [c] + 1.00 * diglyceride [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * phosphatidate(2-) [c]
DGKA; DGKB; DGKD; DGKE; DGKG; DGKH; DGKI; DGKQ; DGKZ",4.0
DAGK_hs_pos,33.0,0.015151515151515152,1.7770968725953784,0.03587530451844748,DAGK_hs,Diacylglycerol phosphate kinase (homo sapiens),Glycerophospholipid metabolism,848,2.7.1.107,DGKA; DGKB; DGKD; DGKE; DGKG; DGKH; DGKI; DGKQ; DGKZ,"1.00 * ATP [c] + 1.00 * diglyceride [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * phosphatidate(2-) [c]
DGKA; DGKB; DGKD; DGKE; DGKG; DGKH; DGKI; DGKQ; DGKZ",4.0
DAGKn_hs_pos,13.0,0.48484848484848486,-0.32703023825291777,0.5426201492226251,DAGKn_hs,Diacylglycerol phosphate kinase (homo sapiens),Glycerophospholipid metabolism,849,2.7.1.107,DGKI; DGKZ,"1.00 * ATP [n] + 1.00 * diglyceride [n] --> 1.00 * proton [n] + 1.00 * ADP [n] + 1.00 * phosphatidate(2-) [n]
DGKI; DGKZ",4.0
DASPO1p_pos,28.0,0.13203463203463203,1.4023455036526802,0.17882093631157303,DASPO1p,"D-aspartate oxidase, peroxisomal",Alanine and aspartate metabolism,858,1.4.3.1,DDO,"1.00 * O2 [x] + 1.00 * Water [x] + 1.00 * D-aspartate(1-) [x] --> 1.00 * Hydrogen peroxide [x] + 1.00 * Ammonium [x] + 1.00 * Oxaloacetate [x]
DDO",4.0
DCK1n_neg,20.0,0.8181818181818182,-0.06540203308789892,0.8488277740748255,DCK1n,"Deoxycytidine kinase, nuclear (ATP)",Nucleotide interconversion,862,2.7.1.74,DCK,"1.00 * ATP [n] + 1.00 * Deoxycytidine [n] --> 1.00 * proton [n] + 1.00 * dCMP [n] + 1.00 * ADP [n]
DCK",4.0
DCK1n_pos,20.0,0.8181818181818182,-0.06540203308789892,0.8488277740748255,DCK1n,"Deoxycytidine kinase, nuclear (ATP)",Nucleotide interconversion,862,2.7.1.74,DCK,"1.00 * ATP [n] + 1.00 * Deoxycytidine [n] --> 1.00 * proton [n] + 1.00 * dCMP [n] + 1.00 * ADP [n]
DCK",4.0
DCK2n_neg,20.0,0.8181818181818182,-0.06540203308789892,0.8488277740748255,DCK2n,"Deoxycytidine kinase, nuclear (UTP)",Nucleotide interconversion,863,2.7.1.74,DCK,"1.00 * UTP [n] + 1.00 * Deoxycytidine [n] --> 1.00 * proton [n] + 1.00 * dCMP [n] + 1.00 * UDP [n]
DCK",4.0
DCK2n_pos,20.0,0.8181818181818182,-0.06540203308789892,0.8488277740748255,DCK2n,"Deoxycytidine kinase, nuclear (UTP)",Nucleotide interconversion,863,2.7.1.74,DCK,"1.00 * UTP [n] + 1.00 * Deoxycytidine [n] --> 1.00 * proton [n] + 1.00 * dCMP [n] + 1.00 * UDP [n]
DCK",4.0
DCMPDA_neg,36.0,0.0021645021645021645,2.908089883603168,0.014494593198296903,DCMPDA,dCMP deaminase,Pyrimidine catabolism,864,3.5.4.12,DCTD,"1.00 * Water [c] + 1.00 * proton [c] + 1.00 * dCMP [c] --> 1.00 * Ammonium [c] + 1.00 * dUMP [c]
DCTD",2.0
DCMPDA_pos,36.0,0.0021645021645021645,3.213838361688934,0.014494593198296903,DCMPDA,dCMP deaminase,Pyrimidine catabolism,864,3.5.4.12,DCTD,"1.00 * Water [c] + 1.00 * proton [c] + 1.00 * dCMP [c] --> 1.00 * Ammonium [c] + 1.00 * dUMP [c]
DCTD",2.0
DCSPTN1CPT1_pos,30.0,0.06493506493506493,1.5244544027170555,0.10654457717729711,DCSPTN1CPT1,carnitine O-palmitoyltransferase,Fatty acid oxidation,866,2.3.1.21,CPT1A; CPT1B; CPT1C,"1.00 * L-Carnitine [c] + 1.00 * docosa-4,7,10,13,16-pentaenoyl coenzyme A [c] --> 1.00 * Coenzyme A [c] + 1.00 * docosa-4,7,10,13,16-pentaenoyl carnitine [c]
CPT1A; CPT1B; CPT1C",4.0
DCT_pos,30.0,0.06493506493506493,1.657946289472463,0.10654457717729711,DCT,Dopachrome tautomerase,Tyrosine metabolism,870,5.3.3.12,DCT,"1.00 * L-dopachromate [c] --> 1.00 * 5,6-dihydroxyindole-2-carboxylate [c]
DCT",4.0
DCYTD_pos,35.0,0.004329004329004329,2.3845779994297587,0.018489166126961405,DCYTD,deoxycytidine deaminase,Pyrimidine catabolism,872,3.5.4.14,AICDA; CDA,"1.00 * Water [c] + 1.00 * proton [c] + 1.00 * Deoxycytidine [c] --> 1.00 * Ammonium [c] + 1.00 * Deoxyuridine [c]
AICDA; CDA",2.0
DCYTDn_pos,34.0,0.008658008658008658,2.466052482350365,0.027356785609212793,DCYTDn,"deoxycytidine deaminase, nuclear",Nucleotide interconversion,873,3.5.4.14,AICDA,"1.00 * Water [n] + 1.00 * proton [n] + 1.00 * Deoxycytidine [n] --> 1.00 * Ammonium [n] + 1.00 * Deoxyuridine [n]
AICDA",2.0
DESAT16_2_pos,30.0,0.06493506493506493,1.62837238025459,0.10654457717729711,DESAT16_2,palmitoyl-CoA desaturase (n-C16:0CoA -> n-C16:1CoA),Fatty acid synthesis,884,1.14.19.1,SCD4,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * Palmitoyl-CoA (n-C16:0CoA) [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * Hexadecenoyl-CoA (n-C16:1CoA) [c]
SCD4",4.0
DESAT18_10_pos,27.0,0.17965367965367965,0.7327741062722174,0.231465914660689,DESAT18_10,fatty acyl-CoA desaturase (n-C18:2CoA -> n-C18:3CoA),Fatty acid synthesis,885,1.14.19.1,FADS2,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * alpha-Linolenoyl-CoA [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * stearidonyl coenzyme A [c]
FADS2",4.0
DESAT18_3_pos,24.0,0.3939393939393939,0.31491638415210793,0.4522313077868633,DESAT18_3,stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA),Fatty acid synthesis,886,1.14.19.1,SCD4,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * Stearoyl-CoA (n-C18:0CoA) [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * Octadecenoyl-CoA (n-C18:1CoA) [c]
SCD4",4.0
DESAT18_4_pos,22.0,0.5887445887445888,0.34183222901102717,0.6443817938689304,DESAT18_4,stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA),Fatty acid synthesis,887,1.14.19.1,SCD4,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * Stearoyl-CoA (n-C18:0CoA) [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * vaccenyl coenzyme A [c]
SCD4",4.0
DESAT18_5_pos,27.0,0.17965367965367965,1.116044405625719,0.231465914660689,DESAT18_5,stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA),Fatty acid synthesis,888,1.14.19.1,SCD4,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * Stearoyl-CoA (n-C18:0CoA) [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * trans-Octadec-2-enoyl-CoA [c]
SCD4",4.0
DESAT18_6_pos,32.0,0.025974025974025976,1.6590457823788485,0.05113881883391865,DESAT18_6,fatty acyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA),Fatty acid synthesis,889,1.14.99.25,FADS2,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * Octadecenoyl-CoA (n-C18:1CoA) [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * linoelaidyl coenzyme A [c]
FADS2",4.0
DESAT18_7_pos,30.0,0.06493506493506493,1.4635371384209352,0.10654457717729711,DESAT18_7,fatty acyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA),Fatty acid synthesis,890,1.14.19.1,FADS2,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * vaccenyl coenzyme A [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * linoelaidyl coenzyme A [c]
FADS2",4.0
DESAT18_8_pos,32.0,0.025974025974025976,1.6635340291258969,0.05113881883391865,DESAT18_8,fatty acyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA),Fatty acid synthesis,891,1.14.99.25,FADS2,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * trans-Octadec-2-enoyl-CoA [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * linoelaidyl coenzyme A [c]
FADS2",4.0
DESAT18_9_pos,28.0,0.13203463203463203,0.7692336249797013,0.17882093631157303,DESAT18_9,fatty acyl-CoA desaturase (n-C18:2CoA -> n-C18:3CoA),Fatty acid synthesis,892,1.14.99.25,FADS1; FADS2,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * linoleic coenzyme A [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * gamma-linolenoyl-CoA(4-) [c]
FADS1; FADS2",4.0
DESAT20_1_pos,29.0,0.09307359307359307,1.2580063990567179,0.14338840646532955,DESAT20_1,fatty acyl-CoA desaturase (n-C20:3CoA -> n-C20:4CoA),Fatty acid synthesis,893,1.14.19.1,FADS1,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * dihomo-gamma-linolenyl coenzyme A [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * arachidonoyl-CoA(4-) [c]
FADS1",4.0
DESAT20_2_pos,33.0,0.015151515151515152,1.8802534452424442,0.03587530451844748,DESAT20_2,fatty acyl-CoA desaturase (n-C20:4CoA -> n-C20:5CoA),Fatty acid synthesis,894,1.14.19.1,FADS1,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * eicosatetranoyl coenzyme A [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * timnodonyl coenzyme A [c]
FADS1",4.0
DESAT24_1_pos,19.0,0.9372294372294373,0.22937580901711835,0.9521502117881079,DESAT24_1,fatty acyl-CoA desaturase (n-C24:5CoA -> n-C24:6CoA),Fatty acid synthesis,897,1.14.99.25,FADS2,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * tetracosapentaenoyl coenzyme A, n-3 [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * tetracosahexaenoyl coenzyme A [c]
FADS2",4.0
DGNSKm_pos,31.0,0.04112554112554113,1.6534191274221108,0.07481446260093551,DGNSKm,deoxyguanosine kinase,Nucleotide interconversion,903,2.7.1.113,DGUOK,"1.00 * ATP [m] + 1.00 * Deoxyguanosine [m] --> 1.00 * proton [m] + 1.00 * ADP [m] + 1.00 * dGMP [m]
DGUOK",4.0
DHCR71r_pos,36.0,0.0021645021645021645,2.478551859548388,0.014494593198296903,DHCR71r,7-dehydrocholesterol reductase,Cholesterol metabolism,915,1.3.1.21,DHCR7,"1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] + 1.00 * 7-dehydrodesmosterol [r] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * desmosterol [r]
DHCR7",4.0
DHCR72r_pos,23.0,0.48484848484848486,0.48997930224241915,0.5426201492226251,DHCR72r,7-dehydrocholesterol reductase,Cholesterol metabolism,916,1.3.1.21,DHCR7,"1.00 * cholesta-5,7-dien-3beta-ol [r] + 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [r] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [r] + 1.00 * cholesterol [r]
DHCR7",4.0
DHEASULT_pos,31.0,0.04112554112554113,1.402732740797689,0.07481446260093551,DHEASULT,Dehydroepiandrosterone sulfotransferase,Steroid metabolism,922,2.8.2.2,SULT1A1; SULT1E1; SULT2A1,"1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [c] + 1.00 * 3beta-hydroxyandrost-5-en-17-one [c] --> 1.00 * proton [c] + 1.00 * adenosine 3',5'-bismonophosphate(4-) [c] + 1.00 * 3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-) [c]
SULT1A1; SULT1E1; SULT2A1",4.0
DHFR_neg,33.0,0.015151515151515152,2.0137821003845144,0.03587530451844748,DHFR,dihydrofolate reductase,Folate metabolism,924,1.5.1.3,DHFR,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 7,8-Dihydrofolate [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 5,6,7,8-Tetrahydrofolate [c]
DHFR",2.0
DHFR_pos,27.0,0.17965367965367965,0.826471624753489,0.231465914660689,DHFR,dihydrofolate reductase,Folate metabolism,924,1.5.1.3,DHFR,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 7,8-Dihydrofolate [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 5,6,7,8-Tetrahydrofolate [c]
DHFR",2.0
DHORD9_pos,36.0,0.0021645021645021645,2.89883479335848,0.014494593198296903,DHORD9,dihydoorotic acid dehydrogenase (quinone10),Pyrimidine synthesis,927,1.3.3.1,DHODH,"1.00 * ubiquinone-10 [m] + 1.00 * (S)-dihydroorotate [c] --> 1.00 * Ubiquinol-10 [m] + 1.00 * Orotate [c]
DHODH",4.0
DHORTS_neg,36.0,0.0021645021645021645,2.89883479335848,0.014494593198296903,DHORTS,dihydroorotase,Pyrimidine synthesis,928,3.5.2.3,CAD,"1.00 * Water [c] + 1.00 * (S)-dihydroorotate [c] --> 1.00 * proton [c] + 1.00 * N-Carbamoyl-L-aspartate [c]
CAD",4.0
DHPM1_pos,36.0,0.0021645021645021645,4.029193346635297,0.014494593198296903,DHPM1,"dihydropyrimidinase (5,6-dihydrouracil)",Pyrimidine catabolism,929,3.5.2.2,DPYS; DPYSL2; DPYSL3,"1.00 * Water [c] + 1.00 * 5,6-dihydrouracil [c] --> 1.00 * proton [c] + 1.00 * N-carbamoyl-beta-alaninate [c]
DPYS; DPYSL2; DPYSL3",4.0
DHPM2_pos,36.0,0.0021645021645021645,5.244014691422678,0.014494593198296903,DHPM2,dihydropyrimidinase (dihydrothymine),Pyrimidine catabolism,930,3.5.2.2,DPYS,"1.00 * Water [c] + 1.00 * 5,6-dihydrothymine [c] --> 1.00 * proton [c] + 1.00 * 3-Ureidoisobutyrate [c]
DPYS",2.0
DLNLCGCPT1_pos,33.0,0.015151515151515152,2.0735425823788662,0.03587530451844748,DLNLCGCPT1,carnitine O-palmitoyltransferase,Fatty acid oxidation,943,2.3.1.21,CPT1A; CPT1B; CPT1C,"1.00 * L-Carnitine [c] + 1.00 * dihomo-gamma-linolenyl coenzyme A [c] --> 1.00 * Coenzyme A [c] + 1.00 * dihomo-gamma-linolenyl carnitine [c]
CPT1A; CPT1B; CPT1C",4.0
DMATT_pos,36.0,0.0021645021645021645,2.4807498587828434,0.014494593198296903,DMATT,dimethylallyltranstransferase,Cholesterol metabolism,985,2.5.1.1,GGPS1,"1.00 * Dimethylallyl diphosphate [c] + 1.00 * Isopentenyl diphosphate [c] --> 1.00 * Diphosphate [c] + 1.00 * Geranyl diphosphate [c]
GGPS1",2.0
DMATTx_pos,35.0,0.004329004329004329,2.4554629529947136,0.018489166126961405,DMATTx,dimethylallyltranstransferase,Cholesterol metabolism,986,2.5.1.1,FDPS,"1.00 * Dimethylallyl diphosphate [x] + 1.00 * Isopentenyl diphosphate [x] --> 1.00 * Geranyl diphosphate [x] + 1.00 * Diphosphate [x]
FDPS",4.0
DMGDHm_pos,26.0,0.24025974025974026,1.042363848824949,0.29451048010370046,DMGDHm,"dimethylglycine dehydrogenase, mitochondrial","Glycine, serine, alanine and threonine metabolism",987,1.5.99.2,DMGDH,"1.00 * Water [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * N,N-dimethylglycine [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * formaldehyde [m] + 1.00 * Sarcosine [m]
DMGDH",4.0
DOPABMO_pos,36.0,0.0021645021645021645,4.243808200931657,0.014494593198296903,DOPABMO,dopamine beta-monooxygenase,Tyrosine metabolism,1100,1.14.17.1,DBH; MOXD1,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * dopaminium(1+) [c] + 1.00 * L-ascorbate [c] --> 1.00 * Water [c] + 1.00 * Norepinephrine [c] + 1.00 * dehydroascorbide(1-) [c]
DBH; MOXD1",4.0
DOPACHRMISO_pos,32.0,0.025974025974025976,1.6037022620253705,0.05113881883391865,DOPACHRMISO,L-dopachrome isomerase 1,Tyrosine metabolism,1101,1.14.18.1,TYR,"1.00 * O2 [c] + 2.00 * 2-Carboxy-2,3-dihydro-5,6-dihydroxyindole [c] --> 2.00 * Water [c] + 2.00 * L-dopachromate [c]
TYR",4.0
DOPASULT_pos,33.0,0.015151515151515152,2.0291538689523305,0.03587530451844748,DOPASULT,Dopamine Sulfotransferase,Tyrosine metabolism,1105,2.8.2.1,SULT1A1,"1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [c] + 1.00 * dopaminium(1+) [c] --> 1.00 * proton [c] + 1.00 * adenosine 3',5'-bismonophosphate(4-) [c] + 1.00 * dopamine 3-O-sulfate [c]
SULT1A1",4.0
DPMVDx_pos,35.0,0.004329004329004329,3.329594531723612,0.018489166126961405,DPMVDx,diphosphomevalonate decarboxylase,Cholesterol metabolism,1115,4.1.1.33,MVD,"1.00 * ATP [x] + 1.00 * (R)-5-Diphosphomevalonate [x] --> 1.00 * ADP [x] + 1.00 * carbon dioxide [x] + 1.00 * Isopentenyl diphosphate [x] + 1.00 * hydrogenphosphate [x]
MVD",4.0
DRBK_pos,34.0,0.008658008658008658,2.2701428731852267,0.027356785609212793,DRBK,Deoxyribokinase,Pentose phosphate pathway,1118,2.7.1.15,RBKS,"1.00 * ATP [c] + 1.00 * 2-deoxy-D-ribose [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * 2-deoxy-D-ribose 5-phosphate(2-) [c]
RBKS",2.0
DRPA_pos,35.0,0.004329004329004329,2.4530768281588426,0.018489166126961405,DRPA,deoxyribose-phosphate aldolase,Pentose phosphate pathway,1120,4.1.2.4,DERA,"1.00 * 2-deoxy-D-ribose 5-phosphate(2-) [c] --> 1.00 * acetaldehyde [c] + 1.00 * Glyceraldehyde 3-phosphate [c]
DERA",2.0
DURAD2_neg,36.0,0.0021645021645021645,5.12875584323786,0.014494593198296903,DURAD2,dihydrothymin dehydrogenase (NADP),Pyrimidine catabolism,1128,1.3.1.2,DPYD,"1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 5,6-dihydrothymine [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * Thymine [c]
DPYD",4.0
DURAD2_pos,28.0,0.13203463203463203,1.4469510917382098,0.17882093631157303,DURAD2,dihydrothymin dehydrogenase (NADP),Pyrimidine catabolism,1128,1.3.1.2,DPYD,"1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 5,6-dihydrothymine [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * Thymine [c]
DPYD",4.0
DURAD_neg,29.0,0.09212510369170912,1.671940793222391,0.14338840646532955,DURAD,dihydrouracil dehydrogenase (NADP),Pyrimidine catabolism,1127,1.3.1.2,DPYD,"1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 5,6-dihydrouracil [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * uracil [c]
DPYD",4.0
DURIK1_pos,36.0,0.0021645021645021645,2.9131353798849986,0.014494593198296903,DURIK1,deoxyuridine kinase (ATP:Deoxyuridine),Nucleotide interconversion,1129,2.7.1.21,TK1; TK2,"1.00 * ATP [c] + 1.00 * Deoxyuridine [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * dUMP [c]
TK1; TK2",2.0
DURIK1m_pos,28.0,0.13203463203463203,1.128475317074659,0.17882093631157303,DURIK1m,"deoxyuridine kinase (ATP:Deoxyuridine), mitochondrial",Nucleotide interconversion,1130,2.7.1.21,TK2,"1.00 * ATP [m] + 1.00 * Deoxyuridine [m] --> 1.00 * proton [m] + 1.00 * ADP [m] + 1.00 * dUMP [m]
TK2",2.0
DUTPDPm_pos,31.0,0.04112554112554113,1.562330823304257,0.07481446260093551,DUTPDPm,dUTP diphosphatase,Nucleotide interconversion,1134,3.6.1.23,DUT; ITPA,"1.00 * Water [m] + 1.00 * dUTP [m] --> 1.00 * proton [m] + 1.00 * Diphosphate [m] + 1.00 * dUMP [m]
DUT; ITPA",4.0
DUTPDPn_pos,36.0,0.0021645021645021645,2.951615156922363,0.014494593198296903,DUTPDPn,"dUTP diphosphatase, nuclear",Nucleotide interconversion,1135,3.6.1.23,DUT,"1.00 * Water [n] + 1.00 * dUTP [n] --> 1.00 * Diphosphate [n] + 1.00 * proton [n] + 1.00 * dUMP [n]
DUT",4.0
EBP1r_pos,34.0,0.008658008658008658,2.137157672616873,0.027356785609212793,EBP1r,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase",Cholesterol metabolism,1141,5.3.3.5,EBP,"1.00 * zymosterol [r] --> 1.00 * 5alpha-cholesta-7,24-dien-3beta-ol [r]
EBP",4.0
EBP2r_pos,23.0,0.48484848484848486,0.36711433951325156,0.5426201492226251,EBP2r,"3-beta-hydroxysteroid-delta(8),delta(7)-isomerase",Cholesterol metabolism,1142,5.3.3.5,EBP,"1.00 * 5alpha-cholest-8-en-3beta-ol [r] --> 1.00 * 5alpha-cholest-7-en-3beta-ol [r]
EBP",4.0
ECOAH12m_pos,15.0,0.6991341991341992,-0.17604682204076477,0.7510586734055954,ECOAH12m,3-hydroxyacyl-CoA dehydratase (3-hydroxyisobutyryl-CoA) (mitochondria),"Valine, leucine, and isoleucine metabolism",1144,4.2.1.17,ECHS1; HADHA; HADHB,"1.00 * Water [m] + 1.00 * 2-Methylprop-2-enoyl-CoA [m] --> 1.00 * (S)-3-Hydroxyisobutyryl-CoA [m]
ECHS1; HADHA; HADHB",2.0
