"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"AMFR",-0.0778066905160963,2.72052384531791,-0.336733926991094,0.73655417704094,0.859540778901192,-7.19458235592615
"SLC43A1",-0.0299861258841617,0.149303111963982,-0.336363063095507,0.736833507229475,0.859752906025865,-7.19470692278251
"BCL7C",0.0473403902295532,0.596075496264354,0.336172755222445,0.73697685838273,0.859806334779852,-7.1947707906993
"ISCA1",0.0798422042315789,4.50606486166666,0.335588507752736,0.737417005603728,0.860205965636751,-7.19496664032845
"N4BP3",-0.0419099046251073,0.396633723021132,-0.335252013283988,0.737670545533465,0.860387839834096,-7.19507928447421
"PHF6",-0.0596592795563948,4.95305900772112,-0.335010696861235,0.73785238891869,0.860441679727205,-7.1951599975001
"PRPF8",0.0532847593920756,4.32103155375708,0.334908137802484,0.737929676505779,0.860441679727205,-7.19519428280962
"HSD11B1",0.0713809558932826,0.762621548371926,0.334802076796211,0.738009605929643,0.860441679727205,-7.1952297277809
"2700029M09RIK",-0.0582661194632721,5.83088769564835,-0.334180934299978,0.738477766875503,0.86077001316502,-7.19543708475661
"NCF2",0.0520774099205302,0.452846976985674,0.334016753367278,0.738601527884208,0.86077001316502,-7.19549182924344
"ADNP",-0.0774387237907931,2.7150659050855,-0.333877435475541,0.738706552256537,0.86077001316502,-7.19553826231451
"NMB",-0.0593462860955837,0.580258557497592,-0.333822448652203,0.738748005256102,0.86077001316502,-7.19555658347068
"SLC28A2",-0.0748336941350065,1.26274134353873,-0.33378057474998,0.738779573309907,0.86077001316502,-7.19557053348718
"PHKG2",0.0972301665263172,3.59095093411022,0.333391944795173,0.739072576217901,0.860919981626477,-7.1956999195877
"PTPN9",-0.0576482339152008,0.817086666792181,-0.333350715372841,0.739103662882778,0.860919981626477,-7.19571363721203
"DTX2",-0.0424830912013758,0.541195077060119,-0.333145286593163,0.739258560976379,0.860923256135135,-7.19578196106775
"PTGER4",0.0666278928663535,1.62631422227924,0.332956608685313,0.739400837889503,0.860923256135135,-7.19584467664815
"SMPD4",-0.0813836016478584,2.9403513509665,-0.332941167395467,0.739412482145953,0.860923256135135,-7.19584980768294
"ANKHD1",-0.0613516103855046,2.40486027524095,-0.332616551006821,0.73965728883459,0.860923256135135,-7.19595762044071
"E130012A19RIK",0.0509216220675983,0.896554574235129,0.332585074676467,0.739681027851822,0.860923256135135,-7.1959680688833
"ZBTB11",-0.059696585871042,3.37468962930712,-0.332569729157394,0.739692601322505,0.860923256135135,-7.19597316240896
"THNSL1",0.0488698007691395,0.516245463396379,0.33215600919519,0.740004648008632,0.860926518739895,-7.19611039692811
"SALL2",0.038653878521699,0.385394613485912,0.332113341623626,0.740036832307453,0.860926518739895,-7.19612454042358
"UBXN2A",-0.0736174165849977,2.92458859092651,-0.332049332040842,0.740085115818001,0.860926518739895,-7.19614575498841
"CDK11B",0.042077780836581,5.21542172928775,0.332047951106327,0.740086157491597,0.860926518739895,-7.1961462126237
"SMCO1",-0.0374153758198488,3.24943118486705,-0.331711365483731,0.740340066766748,0.861108223362195,-7.19625769880853
"FHIT",0.0421453897788908,0.256516954316816,0.330877526865197,0.740969209994543,0.861726266519122,-7.1965334018685
"PPP2R5E",-0.0629705426552075,1.53797285152638,-0.330492163845333,0.741260030788676,0.861793847293836,-7.19666058524333
"FNTB",-0.0745721355014318,1.8297315396825,-0.33046233193194,0.741282545502174,0.861793847293836,-7.19667042464956
"PRPF4B",-0.0561924795864314,4.80516285729787,-0.330411804008703,0.741320680396524,0.861793847293836,-7.1966870881587
"ASCC1",0.101779531957402,3.03920549351906,0.329609153350304,0.741926549793646,0.862384421436481,-7.19695145133629
"GFPT1",-0.0674243359296066,2.5686435654975,-0.329235478898764,0.742208667495233,0.862598573999142,-7.19707430656829
"ASF1B",-0.0416750130852574,7.20815196913014,-0.328466365959938,0.742789443897064,0.863075038361709,-7.1973267342426
"ORC4",0.0615822984461835,5.78397438854537,0.328433192334386,0.742814497443953,0.863075038361709,-7.19733760876221
"SOS1",0.0591283076003778,1.51651747213715,0.327882657367988,0.743230315094638,0.863444340486297,-7.19751791728455
"FIZ1",-0.0588061217020109,0.980257598891127,-0.327662659724932,0.743396499812337,0.863523573592477,-7.19758988530732
"TMEM71",-0.0477540335452602,0.514842772776916,-0.326667948248359,0.74414804795207,0.86428264978935,-7.19791468362386
"ASXL1",-0.0718513388350991,3.02863328001388,-0.326506918203064,0.744269736269578,0.864310078500961,-7.19796717117827
"DDX59",0.0509333483518221,0.540590540000976,0.32602799355404,0.744631691332092,0.864616481648186,-7.19812312327018
"REXO4",-0.0718672790830574,3.77528684643786,-0.325765657993977,0.74482997971747,0.864732790310903,-7.19820845055113
"ADCK5",0.079430042806317,1.54697223236987,0.325344011503038,0.745148720125499,0.864903151939867,-7.19834545150075
"HIP1R",-0.0399013534957981,0.472131017654783,-0.325311897642845,0.745172998148123,0.864903151939867,-7.19835587863699
"VTI1A",0.0665081927793329,1.80162479305082,0.324950097815081,0.745446535762973,0.865106705251393,-7.19847328133396
"USP11",-0.0325156440935335,0.178264309746604,-0.32468360975423,0.745648033849749,0.865171757597627,-7.19855967222462
"GPATCH2",-0.0625651026522608,1.09915303606396,-0.324616301433399,0.745698930070529,0.865171757597627,-7.19858148123212
"CSRNP1",0.0545492406610575,0.940516140984543,0.323781393837907,0.74633035093719,0.865790362354806,-7.1988516294485
"BRAP",-0.042845649644027,0.821471958628109,-0.3235463530139,0.746508137656532,0.86583669716241,-7.19892755540307
"SNX10",0.0773005192242779,2.31872661802441,0.323468825091961,0.746566783358351,0.86583669716241,-7.19895258740004
"IL18BP",0.038451228176201,0.2321256870621,0.323151442570058,0.746806881537501,0.86600119039342,-7.19905500047152
"D2WSU81E",-0.089563094791246,4.31263647889277,-0.322956914858553,0.746954052920515,0.866014401059985,-7.19911772106365
"LIMD1",0.0639503001297218,2.2115011126365,0.322876617688409,0.747014805044594,0.866014401059985,-7.19914359987194
"SLC39A6",0.0725874732142815,2.29124663003461,0.32231941582569,0.747436422512003,0.866350461633193,-7.19932300216612
"DNMT3B",-0.0670497354703785,1.07692168432068,-0.322102486379949,0.747600586882445,0.866350461633193,-7.19939276319996
"FANCA",0.0518538165368526,0.819681729035688,0.321987346880215,0.747687724972247,0.866350461633193,-7.19942977115153
"SLC25A28",-0.0552305978023433,0.770035895022137,-0.321973899663985,0.747697902097136,0.866350461633193,-7.19943409247174
"0610011F06RIK",0.0571497613430178,6.41841524377618,0.321455774239984,0.748090063526557,0.866612440320078,-7.19960045693581
"CDR2",0.0609747589154508,0.756385590309312,0.321415343285377,0.748120667871911,0.866612440320078,-7.19961342761592
"SELK",-0.0259187878367791,8.03587358714631,-0.321139244393092,0.748329672506246,0.866740623445597,-7.19970195949459
"TMEM123",-0.0673639226141503,2.45722977893971,-0.320854155346344,0.748545502120714,0.866780307704704,-7.19979329430799
"SLC35A2",-0.057782318903397,0.896927791623576,-0.320821553373903,0.748570185043556,0.866780307704704,-7.19980373393239
"BIRC5",0.0386131769500741,9.24365919700292,0.320704256349435,0.748658992652696,0.866780307704704,-7.19984128537271
"PITPNM1",0.0616323627415404,1.28657905824048,0.320335660832208,0.748938084507994,0.86698953615775,-7.19995919813698
"PDAP1",-0.0222798613250545,6.43360998979773,-0.320114449637562,0.749105596294808,0.867059100108762,-7.20002989796874
"IRF9",-0.0868583511671647,1.9385126180664,-0.319782356540213,0.749357095543115,0.867059100108762,-7.2001359443918
"MXD3",0.056258674562998,0.834007813093732,0.319659254662448,0.749450329309885,0.867059100108762,-7.20017522624951
"NEDD9",-0.0884815330388126,2.53169221721373,-0.319580089422881,0.749510288694414,0.867059100108762,-7.2002004799234
"ZFP281",0.0727140255221688,2.58196074371035,0.319488432071759,0.749579711446775,0.867059100108762,-7.20022971076698
"ACBD4",-0.0480247996772233,0.557448072568595,-0.319311113238225,0.749714021371748,0.867059100108762,-7.20028623650093
"A630001G21RIK",0.0746690242763193,1.77157744847495,0.319266463994599,0.749747842086854,0.867059100108762,-7.20030046485359
"ACAD8",0.0802942192152319,1.45010378711879,0.31914973241105,0.749836265704283,0.867059100108762,-7.20033765425584
"ATG7",-0.0787351498505743,1.82792592238068,-0.319087202218546,0.749883633385792,0.867059100108762,-7.2003575700995
"HDHD3",0.0653512142404285,0.783787368017893,0.318826635865947,0.750081027021362,0.867081719700338,-7.2004405184046
"AI314180",0.068915105454217,3.45249584879606,0.318673753632849,0.750196851550437,0.867081719700338,-7.20048915518564
"NELFA",0.0796131274085585,3.86958793366995,0.318671711315827,0.75019839886081,0.867081719700338,-7.20048980475493
"MAP2K7",-0.0521539832522178,1.08139331148163,-0.318541908462376,0.750296742815702,0.867081719700338,-7.20053108067621
"KLHL6",0.0867374475345442,5.1875631147315,0.318183718655087,0.750568143227018,0.86728163711285,-7.20064489404177
"ADNP2",-0.0488916346601677,0.570596738276892,-0.317972893180173,0.750727900193202,0.867300588877888,-7.20071182316108
"CSNK1G2",-0.0672013278180588,1.14259145453009,-0.317902337365122,0.750781367587587,0.867300588877888,-7.20073421206489
"TCF3",-0.0450548641694037,0.749965771896139,-0.317771475974128,0.750880537900736,0.867301465336721,-7.20077572410285
"CYP2R1",-0.027084517807983,0.131888013255644,-0.317538963872303,0.751056752083932,0.867391319108334,-7.20084943979117
"RPS14",-0.00822072611426566,12.7918644028219,-0.316697234906348,0.751694783142781,0.868014429223969,-7.20111585080018
"ABCB9",0.0466250040757206,0.547668723611625,0.316316187553515,0.751983673389773,0.868143805040784,-7.2012362216436
"POLE2",-0.0906727781905305,3.39239945810924,-0.316289594561344,0.752003836114983,0.868143805040784,-7.20124461682314
"RNF208",-0.0371382512896639,0.289835358378476,-0.315997205038528,0.752225536169718,0.868286005273572,-7.20133687517527
"GALNT4",0.0420011698758682,0.424722183245993,0.31561262464174,0.752517169881199,0.86850888137284,-7.20145809289448
"HEATR6",0.0559927285981483,2.45029234587213,0.315314926715172,0.752742943553171,0.8686556974642,-7.20155182442353
"PAFAH2",-0.0563875731138641,0.717438298632695,-0.315142949248567,0.75287338070086,0.868662607479545,-7.20160593201942
"INTS7",-0.0892912484056849,2.91796517955102,-0.315047123078158,0.752946063603341,0.868662607479545,-7.20163606807642
"RPL18",-0.00938999548930399,11.3087355262977,-0.31344818028745,0.754159165177237,0.869912508157801,-7.20213756292942
"GPRASP1",-0.0460249813735288,0.838245574314724,-0.313345868127191,0.754236809162854,0.869912508157801,-7.20216956546719
"CRLF3",0.0774620450381367,4.26126625383389,0.313228890452455,0.754325585764429,0.869912508157801,-7.20220614248379
"FAM216A",-0.0875296578359797,2.65475110160939,-0.312668632031203,0.754750821844588,0.870215114358003,-7.20238113695824
"UBTF",-0.0567563624392263,3.29706382832978,-0.312548878820878,0.754841724214946,0.870215114358003,-7.20241850078236
"RAD23B",-0.0435509013078354,1.87246781444561,-0.31249290934714,0.754884210741738,0.870215114358003,-7.20243595873772
"PIM1",-0.0549570328859783,2.01354091652099,-0.31211118893972,0.75517399525022,0.870435315215824,-7.20255494135272
"DGKQ",0.0374392949944816,0.30681910237305,0.311834726855182,0.755383894125768,0.870563392040067,-7.20264102410147
"ATG9A",0.0434992497839165,0.688786291057809,0.311111166979432,0.755933329855248,0.871082692993502,-7.20286596004587
"TRAPPC9",-0.0621887782855278,2.03063401487089,-0.310652754586827,0.756281489865397,0.871107268965233,-7.20300819831636
"GALNT2",-0.0717593982528074,1.85270408897122,-0.310637409907021,0.756293144869672,0.871107268965233,-7.20301295590754
"PSMD5",0.0589699675432511,4.95725871023356,0.310573140956232,0.756341960758678,0.871107268965233,-7.20303287983173
